44145	416333
125	5017
86	2849
125	5013
1306	2239
21966	3544
607	2545
86	2843
5450	6
86	2844
86	2845
10374	35
9288	33
10374	33
46	15734
6132	85
7	462
16907	168
199	36046
424	214
5234	4749
30	3633
34116	370
31838	2446
17520	404
7300	33
7	4622
332	1031
2300	2015
591	19777
258	7140
11018	243
10027	16350
7	468
68	35274
36588	168
241	4221
39288	71
5741	419
40314	56
722	6047
3767	12107
8745	2235
4558	1620
26652	7337
13897	86
7393	1467
24736	34
21	3764
11708	29
1643	6223
1053	2313
16329	284
33122	41
574	627
9288	39
9228	3494
34555	52
4721	289
36361	799
14198	16
11848	179
5005	1011
30	3066
30	3067
34360	17453
125	23839
12727	97
30	3060
3819	249
21	29988
709	105
180	38447
709	103
682	14903
41175	183
106	25
35209	5959
39206	6
30	4750
43547	6
27429	147
30	4758
12688	2500
7350	47
3804	8
47	4745
17	15425
47	4747
47	4748
21687	2075
97	4918
56	34872
2757	414
25	1826
10452	397
1048	3119
33	177
427	44
33	173
7152	5445
7	35751
33	170
5472	15726
33	179
435	54
18761	179
15774	6
5901	4726
65	16318
12664	384
43180	6
254	47
844	123
844	121
13623	79
7416	4009
56	3135
9165	52
844	129
35179	21
670	451
806	2499
670	455
172	15107
33632	33633
2537	21
10862	34799
2181	616
875	168
23754	86
7579	6
2353	56
2353	54
31741	168
89	17040
4293	85
1929	101
5167	35
24455	16
4306	6
1743	29
1805	100
30	10620
3480	2668
30	10625
42443	30
34424	85
86	7523
30	10628
1743	25
21	4687
22	6829
2270	342
5759	42092
69	3549
15471	6
8183	1528
10077	1143
162	4978
39347	1120
663	4800
719	720
1541	4895
86	2090
86	2092
86	2095
26528	20457
86	2097
28456	6192
66	7771
241	1316
5824	1372
98	17520
29920	6
1520	5759
2008	905
3061	46
13451	1690
103	7338
378	32325
8536	68
2120	540
1713	22180
73	6533
103	7332
1523	2806
47	7468
10202	824
10546	21
56	39674
41628	5724
9643	91
30	5652
9789	85
5881	37725
44	678
341	36776
3776	42530
1509	21
44	670
44	671
342	11322
56	5997
11	16073
39446	109
25	21779
56	5991
772	91
15405	7
722	439
349	8771
349	8773
722	430
18051	27699
3377	342
17321	19
3377	344
306	404
42846	43010
85	15928
85	15927
12319	33
1251	14244
4923	97
103	20843
1533	168
19274	6
15188	15277
385	18586
15539	694
25138	6
7252	30
8553	1075
3431	6
55	40917
162	3839
35572	33
1013	443
8726	10
10587	168
98	199
129	2819
98	190
98	191
98	195
98	196
98	197
1030	597
148	46
594	86
631	3284
9922	139
47	37908
85	6999
85	6995
85	6996
8214	2214
85	6990
85	6993
172	4792
68	236
68	230
2148	33
342	25850
6541	85
18419	29
385	10378
8972	616
18419	21
21274	224
2	34132
9885	16606
44	2896
3366	58
17104	197
877	139
824	96
824	97
24232	19
24232	16
824	98
824	99
211	17677
24232	11
32372	6
963	33
3889	6
13133	3133
349	15001
8719	414
7160	414
16525	16342
356	2522
112	22877
4465	4862
35495	56
421	95
342	425
3049	12634
845	2
11841	5965
26045	147
3659	197
20531	256
1641	35975
342	31488
16399	112
139	7338
5443	284
1183	214
1313	77
211	26964
19069	3701
1198	116
1718	687
483	785
6815	2415
86	27643
7334	6
7334	7
9868	33
2069	299
230	10090
949	501
31991	6
230	3731
56	17908
2	12867
56	17906
15374	6
179	17936
4671	366
11340	39
574	625
429	41573
1821	3071
2109	47
2436	29
16248	16249
11	11310
2436	21
4195	30
6660	7715
66	26534
384	11017
3175	136
6503	296
16009	419
1508	918
330	378
7991	31560
17	34289
830	3782
1177	74
9348	21
39353	85
33	17895
7426	6
130	5149
2776	22131
7035	7036
341	38899
3498	241
4679	29
11756	8586
992	2462
3498	249
17521	1775
4788	2231
4164	150
3540	150
249	988
20427	3766
3201	1788
12	17741
