5162	26003
3410	110
2695	4809
1380	1381
95	356
205	203
1320	169
152	2069
61	2449
30	375
113	211
1874	1928
407	408
112	61
349	82
2726	61
18	1400
1776	33
181	201
2384	250
28	1900
336	983
327	61
1331	1869
94	4049
943	356
3676	590
2200	17
14	1360
1400	30
4271	2586
822	377
78	3496
106	28
106	24
106	23
30	4751
4419	82
199	3410
327	502
94	812
33	176
5027	689
1602	45
824	495
1080	15
371	198
382	2341
18	4923
417	188
1827	242
217	734
166	1013
166	1010
60	14
60	17
166	1018
166	1019
255	305
212	3417
3456	14
1452	1868
1320	721
118	227
1466	118
799	152
86	2091
219	46
219	42
1242	49
135	428
541	662
41	443
1815	2
4251	84
325	3123
2588	28
3437	276
208	943
811	64
959	960
3679	61
297	113
4027	18
1982	61
341	3856
2	2986
540	385
21	22
336	4649
42	1815
1619	118
132	2747
189	112
189	114
2705	41
976	782
305	669
1814	394
304	51
4628	84
1879	51
4029	4030
4284	14
47	1302
3469	61
4495	2159
33	911
130	322
1132	82
531	30
104	669
2685	166
2583	51
336	3450
784	33
42	1217
1177	118
3205	2310
2492	118
253	978
196	872
419	61
2	1366
1067	64
4534	41
979	1906
189	1951
2820	3449
59	23
897	46
4485	113
897	41
15	3675
186	152
897	49
1226	214
28	4438
377	817
1909	1204
196	116
53	943
530	1344
3069	1
2212	2213
5054	33
522	84
213	2
2206	2207
1846	250
498	1730
468	473
498	1737
3986	3204
1938	8
1648	17
2076	30
550	675
64	433
49	262
2440	23
1760	3970
1462	33
339	61
697	84
84	4803
4537	61
64	389
64	382
417	2295
4795	1
188	95
188	94
3128	30
3443	753
325	326
84	604
1424	734
2316	62
1469	41
41	3282
84	601
1004	82
2880	614
4659	61
590	2599
1954	192
2	2040
3337	250
135	75
14	613
2262	166
3944	118
4077	18
115	1980
290	1746
2444	1
1104	30
1755	382
127	1460
375	698
928	3064
186	1345
473	4441
76	18
4279	18
61	4442
89	419
47	2512
61	4444
17	2743
169	51
2742	194
653	1135
300	194
192	2904
1007	84
188	143
1658	5160
1361	14
14	1569
336	1133
1452	2973
336	1135
215	3988
111	64
359	8
192	786
336	617
192	784
192	782
359	1
192	2042
488	489
113	2077
1291	116
3156	30
72	204
2	389
1704	17
183	591
4772	2585
322	1
3468	438
5134	17
4381	33
1135	1656
2	658
17	4741
2041	214
2806	2807
51	438
42	3110
42	3117
61	2844
61	2843
49	4043
1584	17
4427	822
1003	734
33	3193
612	30
305	334
46	359
4854	94
85	433
504	112
270	192
26	488
3535	250
114	165
372	1989
384	334
32	4997
1508	334
1462	306
143	1828
192	3025
1400	419
18	244
25	1596
595	4222
3753	14
603	42
603	49
2635	1712
445	443
30	1980
33	4163
143	743
33	4160
2764	17
2449	183
4552	18
2291	2028
78	953
1273	2
42	1406
42	1405
1925	1926
1611	444
203	51
1320	1000
1320	1002
2250	25
18	935
3347	1660
1940	51
18	939
370	639
143	4705
4011	4731
215	711
30	2989
274	33
223	740
192	2817
4251	8
673	668
236	17
236	14
338	250
23	24
2030	49
23	26
61	3924
474	1
23	28
318	3012
1908	110
78	524
23	1879
33	1489
444	1412
276	1714
194	961
9	428
194	966
490	461
9	427
30	652
183	2363
1130	14
2745	2
223	61
223	62
143	1051
33	2901
33	2905
155	156
62	248
1618	17
907	908
818	1416
2312	33
51	1138
51	1133
2	86
2	85
15	242
15	248
214	3130
1129	1114
1037	104
691	3291
827	95
2819	1331
1831	17
2831	33
3064	4431
773	4886
2619	4225
784	1
30	2163
497	94
497	95
118	2605
2344	4507
228	18
253	729
817	1
1460	30
2655	1460
115	18
2012	1
33	706
5137	2
3007	1133
20	5014
4852	1669
461	95
482	42
98	870
18	1138
318	4124
1749	624
4336	1063
943	3504
134	1130
1081	363
1773	64
1438	18
1438	17
1438	15
2731	166
4923	186
1143	943
508	30
189	2226
97	169
595	207
8	91
8	94
253	1463
253	1460
253	1469
42	2208
734	4600
526	61
47	1405
344	75
1032	199
318	1578
69	1416
51	1908
336	1334
336	1335
3584	51
2204	154
849	33
1266	1
2971	962
1704	2274
1783	28
4179	4166
983	1680
17	3836
1699	95
1712	613
4529	680
1358	46
1063	17
1063	15
1063	14
192	1674
1411	4588
2413	30
2413	33
17	4500
310	311
17	4509
17	4508
250	1194
748	3331
