12924	84771
20	2240
2220	4963
836	4
836	7
1202	7
3	1118
1202	3
7	469
174	3637
144	1319
144	1318
6704	7901
4388	160
4	9493
16	2268
499	3
144	1311
954	9966
1483	139
144	1312
341	144
799	939
153	9893
74	2757
7	461
4174	1041
10746	10747
6180	7
4170	14
243	2240
4	2813
4	2810
4	2817
4	2814
836	8
650	1998
4	2819
4	9344
1923	907
1676	1106
5738	210
48	1692
240	9098
469	573
57	273
407	408
5878	13
27	7
5878	10
170	258
3845	3270
5680	1181
302	1089
210	116
10	2877
1899	1477
123	5500
1680	969
2051	16
10704	13
144	8322
123	10426
1776	38
1833	6635
5929	3936
16	7347
16	7345
59	5046
468	2568
86	1881
4392	210
24	716
799	5887
5805	62
4028	7746
4069	2307
7725	2913
12038	2947
823	32
5632	2067
10265	10266
7880	7881
1727	370
4	8884
10095	7
1658	283
10	1830
10095	3
219	292
341	142
16	9415
4889	6937
6248	7293
2561	1174
20	4155
270	5788
5033	13
7012	35
101	5737
785	8716
983	2051
1332	839
2245	2008
3	8475
6411	52
20	3179
2974	5177
2200	13
14	1361
174	747
14	1362
14	1364
213	11007
7452	1178
6208	164
5283	664
12877	835
12090	3
65	3257
223	263
160	702
968	5
292	7199
826	5437
2369	74
2396	74
179	7820
3117	213
4246	17
198	2906
52	3574
52	3575
4246	13
4246	12
9811	4
74	3936
824	144
3169	10
16	11656
1455	45
1686	235
4	2103
4	2105
9585	20
4727	3
10612	2229
3	485
38	1508
3	486
6644	2798
3490	13
258	79
3526	48
11413	10
581	258
3232	3223
16	6029
2844	13
2844	12
3698	116
3344	198
321	380
86	3715
2561	8239
9995	9996
231	244
223	308
321	3230
6707	13
3328	16
213	1728
8731	7
6437	1377
74	1478
2160	1189
20	9309
7807	2221
1149	10
45	5513
1149	13
1017	664
6864	4
1332	1314
1080	13
20	5201
4115	4116
2256	798
13	7549
664	5675
664	5674
1277	13
11632	13
153	2979
14	10977
4482	63
1171	3408
10507	7
11359	13
2959	139
144	7614
9431	13
1643	13
52	3395
4220	7808
213	4155
52	3390
6732	12
2890	14
10730	240
5361	5362
3362	11928
4	2815
16	12268
60	10
60	13
9381	20
4	7055
9474	182
210	2808
9611	272
612	3279
198	846
6584	229
465	824
801	3285
5925	45
5534	370
13	8683
321	5902
285	2230
3456	13
2546	3
1590	966
3456	14
52	2621
4306	7
7230	160
82	83
10	7174
3411	48
291	2221
301	969
380	11388
675	1237
200	52
6449	23
1558	20
1309	572
934	1189
461	1387
4947	3
6460	7
8456	20
59	3247
934	1182
1882	283
12	3363
4947	8
3584	10
799	158
3362	4953
6452	7
917	4
799	153
799	152
1389	139
276	845
799	156
799	154
11001	48
3860	16
219	48
1548	213
17	12612
8475	982
2065	254
4	3249
437	45
4497	263
4	6907
4	6900
664	3539
7215	3
11698	12
4894	167
3501	3
4	6908
437	48
395	1679
1557	13
3632	7
1815	7
2196	434
2918	474
6037	16
6025	2935
6652	2112
174	411
8493	4
474	1905
5726	10
59	7494
12825	3
3164	3
4800	10507
2392	1526
716	1849
11859	10
646	4080
11697	1331
1029	1331
9797	107
874	332
123	4261
20	2261
874	337
213	4801
4759	213
320	664
2199	101
11839	10
174	4667
9789	81
16	8180
2811	3345
664	3281
3642	302
799	1992
198	1262
3192	3193
799	1997
4088	441
3348	178
389	3389
4032	551
8	3880
321	8561
123	8211
321	12703
198	151
117	429
198	153
825	380
198	155
555	3
337	799
3169	20
2607	45
48	6964
1061	4
1268	52
1239	261
13	1658
6616	63
6095	48
13	12393
38	1297
4503	20
11444	171
2438	3
810	40
5598	13
2438	4
2011	664
1285	565
473	7474
1391	1630
1038	5794
2734	1059
101	1771
469	6025
1222	52
81	9425
7	874
380	3927
12115	801
210	6273
2438	1116
40	53
292	1165
231	8130
223	679
40	54
8986	10
63	2986
40	59
1714	1715
38	1128
2561	79
16	10123
9485	54
206	1712
16	11597
213	2357
10	1387
5960	5961
7903	10
1878	10
2595	74
13	241
10	1380
3	1874
252	4500
12	10581
210	3386
179	3256
4	5346
3453	83
23	8031
276	255
4580	13
304	59
59	3941
1216	1035
10620	173
213	1262
7	10171
81	4534
1948	20
5568	4908
1881	508
405	20
13	10935
13	10933
179	3257
1038	660
1881	507
7659	7756
16	2230
699	4764
910	1245
8210	7359
527	13
664	673
7100	12138
766	77
12086	13
616	5079
5862	213
13	2308
13	2306
1216	5621
14	8365
1702	479
2882	10
2882	13
10478	4246
1992	54
1229	664
7776	7
7903	13
57	118
3943	164
8512	20
12	11183
2129	10
2368	473
2776	312
6607	3311
3146	48
651	3
130	7781
4000	7
1067	3006
651	4
551	2058
116	12593
4952	4953
59	1131
376	10
1305	13
4546	13
944	1769
4046	59
16	8494
298	3618
38	8903
513	3380
627	5373
9530	13
2160	3
726	57
10	5600
12	395
2561	2537
1735	441
4731	1251
1087	5
6544	59
2905	412
40	7722
4806	13
896	312
101	1601
1067	65
160	874
4534	40
845	4
6713	10
7007	13
8569	804
7759	13
12	393
7007	16
40	1268
179	2753
2541	7701
218	6374
179	2754
1176	896
5027	48
1303	276
824	803
11050	13
617	878
12442	45
799	2793
2770	143
13	8026
2258	40
59	20
3019	59
2258	45
9724	664
3555	627
223	2379
897	40
7152	1116
4	8887
3369	144
223	2371
258	747
473	5893
1395	48
11619	13
896	2935
40	4
7232	779
2193	243
321	2629
321	2628
2434	292
16	3933
16	3934
16	3935
16	3936
375	1927
2930	2453
312	12
3538	664
16	4525
970	783
81	3614
1577	213
2899	6077
3953	896
2884	292
1528	52
3548	102
11809	13
2436	20
6091	102
53	943
7304	2813
16	5527
333	1402
232	24
11134	13
232	20
2212	2213
1932	1181
580	10952
2077	298
2522	1747
9272	10
6139	178
16	8585
10855	10856
870	3439
109	11868
853	701
1691	3
213	4
565	53
12530	2526
3224	59
1911	13
565	54
703	1366
3315	4
7816	3533
93	3291
2937	6405
93	3295
45	2898
194	12147
799	2400
235	7923
10	2958
7035	7036
7320	4
1066	48
10	2953
5835	8
1056	4162
12	6946
8060	93
144	7337
3165	4847
285	4313
798	12317
7242	3
218	8995
10	12245
2003	402
653	664
14	3546
10	12242
14	2496
1220	537
737	1523
13	8445
480	54
144	11964
2486	7
2486	8
179	2570
2906	892
13	9212
4	10928
10818	74
3184	8368
799	2555
3138	45
16	10918
1014	13
272	5385
11879	229
675	3380
35	8816
498	7773
7	2571
24	1235
954	508
7	6797
1106	5786
194	3344
3366	7
9511	4
885	285
2573	171
93	971
1106	554
7	7602
520	4055
2982	173
2387	8899
547	8152
144	8731
54	1983
3451	210
2058	321
461	116
63	1709
1571	5393
285	8288
4303	165
2435	1637
496	292
4074	7
12837	8572
16	3203
16	3201
3886	54
123	5659
52	1425
2561	1984
954	245
4162	285
1277	3047
3764	762
56	1601
12406	2387
3970	7
147	243
1262	8009
1106	886
592	12815
721	3645
2805	316
365	4708
81	206
4837	13
7609	5159
596	17
4616	2561
596	12
596	13
841	139
701	258
160	2721
160	2720
1181	758
3457	2747
5785	59
8316	3119
14	4792
1436	7429
342	864
14	4797
3043	4259
664	6139
9812	10563
52	1396
4875	10
105	213
1805	7840
2672	835
