	graphletCounts/margaret-fuller/margaret-fuller-summer-on-the-lakes	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-shakespere	graphletCounts/gustave-flaubert/gustave-flaubert-short-works	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-white-nights	graphletCounts/mary-shelley/mary-shelley-prosepine-midas	graphletCounts/gustave-flaubert/gustave-flaubert-madame-bovary	graphletCounts/margaret-fuller/margaret-fuller-woman-in-the-nineteenth-century	graphletCounts/gustave-flaubert/gustave-flaubert-salammbo	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-aids-to-reflection	graphletCounts/mary-shelley/mary-shelley-frankenstein	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-poor-folk	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-specimens-of-the-table-talk	graphletCounts/walter-scott/walter-scott-ivanhoe	graphletCounts/henry-david-thoreau/henry-david-thoreau-cape-cod	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-2	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-3	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-1	graphletCounts/leo-tolstoy/leo-tolstoy-master-and-men	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-the-gambler	graphletCounts/margaret-fuller/margaret-fuller-life-without-and-life-within	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-biographia-literaria	graphletCounts/henry-david-thoreau/henry-david-thoreau-maine-woods	graphletCounts/leo-tolstoy/leo-tolstoy-anna-karenina	graphletCounts/walter-scott/walter-scott-the-tailsmen	graphletCounts/mary-shelley/mary-shelley-mathilda	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-representative-men	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-first-series	graphletCounts/mary-shelley/mary-shelley-last-man	graphletCounts/walter-scott/walter-scott-waverly-2	graphletCounts/walter-scott/walter-scott-waverly-1	graphletCounts/margaret-fuller/margaret-fuller-at-home-and-abroad	graphletCounts/gustave-flaubert/gustave-flaubert-simple-soul	graphletCounts/henry-david-thoreau/henry-david-thoreau-on-duty-civil	graphletCounts/henry-david-thoreau/henry-david-thoreau-excursions	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-the-house-of-the-dead	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-english-traits	graphletCounts/henry-david-thoreau/henry-david-thoreau-walking	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-nature	graphletCounts/margaret-fuller/margaret-fuller-memoirs-of-margaret-fuller-ossoli-vol-1	graphletCounts/gustave-flaubert/gustave-flaubert-temptation-anthony	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-uncles-dream	graphletCounts/walter-scott/walter-scott-the-monestary	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-second-series	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-literary-remains	graphletCounts/mary-shelley/mary-shelley-tales-stories
graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-first-series	6.2052269465	6.83526059517	4.94244736478	4.47839032429	7.31738504568	4.5897584222	6.3868903697	4.87750140412	7.30667419775	6.5978545184	3.86570507363	6.8561892365	1.82011959895	4.91735306825	0.0620721620995	0.322540586502	0.29507183035	0.582955568057	4.07121124934	5.97432992861	7.19753435931	5.09213121565	0.718094899805	3.19327843379	7.2783756593	0.307525618827	0	7.15219314026	3.67616589189	3.33539190796	5.56163521998	4.93250250624	5.1129844178	4.98042118452	4.55243208764	0.388426446663	5.08464781615	0.102698924543	6.15371159899	4.93305809981	4.40775614992	2.4396596167	0.687368896084	7.02096847441	7.36175304526
graphletCounts/mary-shelley/mary-shelley-last-man	0.946966193759	0.316932545082	2.20974577548	2.67380281597	0.165191905428	2.56243471805	0.765302770561	2.27469173613	0.154481057496	0.554338621858	3.28648806663	0.29600390376	5.3320735413	2.234840072	7.21426530236	6.82965255375	7.44726497061	7.73514870831	3.08098189092	1.17786321165	0.0453412190532	2.06006192461	7.87028804006	3.95891470647	0.126182519047	6.84466752143	7.15219314026	0	3.47602724837	3.81680123229	1.59055792028	2.21969063401	2.03920872246	2.17177195574	2.59976105262	7.54061958692	2.06754532411	7.04949421571	0.998481541268	2.21913504045	2.74443699033	4.71253352356	6.46482424417	0.131224665842	0.209559905003
graphletCounts/walter-scott/walter-scott-waverly-2	2.52906105461	3.15909470329	1.26628147289	0.802224432402	3.6412191538	0.913592530316	2.71072447781	1.20133551224	3.63050830587	2.92168862651	0.189539181741	3.18002334461	1.85604629294	1.24118717637	3.73823805399	3.35362530539	3.97123772224	4.25912145994	0.395045357448	2.29816403672	3.52136846742	1.41596532376	4.39426079169	0.482887458098	3.60220976742	3.36864027306	3.67616589189	3.47602724837	0	0.340773983924	1.88546932809	1.25633661435	1.43681852591	1.30425529263	0.876266195752	4.06459233855	1.40848192426	3.57346696734	2.4775457071	1.25689220792	0.731590258036	1.23650627519	2.9887969958	3.34480258253	3.68558715337
graphletCounts/walter-scott/walter-scott-waverly-1	2.86983503853	3.49986868721	1.60705545681	1.14299841633	3.98199313772	1.25436651424	3.05149846173	1.54210949616	3.97128228979	3.26246261043	0.530313165665	3.52079732853	1.51527230901	1.58196116029	3.39746407006	3.01285132146	3.63046373831	3.91834747602	0.735819341372	2.63893802064	3.86214245135	1.75673930768	4.05348680777	0.142113474174	3.94298375134	3.02786628914	3.33539190796	3.81680123229	0.340773983924	0	2.22624331202	1.59711059828	1.77759250983	1.64502927656	1.21704017968	3.72381835463	1.74925590818	3.23269298342	2.81831969102	1.59766619184	1.07236424196	0.895732291263	2.64802301188	3.68557656645	4.0263611373
graphletCounts/margaret-fuller/margaret-fuller-at-home-and-abroad	0.643591726516	1.27362537519	0.619187855203	1.08324489569	1.7557498257	0.971876797777	0.825255149715	0.684133815856	1.74503897777	1.03621929842	1.69593014635	1.29455401652	3.74151562103	0.644282151726	5.62370738208	5.23909463348	5.85670705033	6.14459078804	1.49042397064	0.412694708628	1.63589913933	0.469504004334	6.27973011979	2.36835678619	1.71674043932	5.25410960115	5.56163521998	1.59055792028	1.88546932809	2.22624331202	0	0.629132713739	0.448650802183	0.58121403546	1.00920313234	5.95006166664	0.476987403833	5.45893629544	0.592076379008	0.628577120173	1.15387907006	3.12197560328	4.8742663239	1.45933325443	1.80011782528
graphletCounts/gustave-flaubert/gustave-flaubert-simple-soul	1.27272444026	1.90275808893	0.00994485853558	0.454112181952	2.38488253944	0.342744084039	1.45438786345	0.0550011021172	2.37417169151	1.66535201216	1.06679743261	1.92368673025	3.11238290729	0.0151494379874	4.99457466834	4.60996191974	5.22757433659	5.5154580743	0.861291256906	1.04182742237	2.26503185307	0.159628709405	5.65059740605	1.73922407245	2.34587315306	4.62497688741	4.93250250624	2.21969063401	1.25633661435	1.59711059828	0.629132713739	0	0.180481911556	0.047918678279	0.380070418603	5.3209289529	0.152145309906	4.8298035817	1.22120909275	0.000555593565618	0.524746356318	2.49284288954	4.24513361016	2.08846596817	2.42925053902
graphletCounts/henry-david-thoreau/henry-david-thoreau-on-duty-civil	1.0922425287	1.72227617738	0.170537053021	0.634594093508	2.20440062789	0.523225995595	1.2739059519	0.235483013673	2.19368977995	1.4848701006	1.24727934417	1.7432048187	3.29286481885	0.195631349544	5.1750565799	4.7904438313	5.40805624815	5.69593998585	1.04177316846	0.86134551081	2.08454994151	0.0208532021515	5.8310793176	1.91970598401	2.16539124151	4.80545879897	5.1129844178	2.03920872246	1.43681852591	1.77759250983	0.448650802183	0.180481911556	0	0.132563233277	0.560552330159	5.50141086446	0.0283366016507	5.01028549326	1.04072718119	0.179926317991	0.705228267874	2.6733248011	4.42561552171	1.90798405662	2.24876862746
graphletCounts/henry-david-thoreau/henry-david-thoreau-excursions	1.22480576198	1.85483941065	0.0379738197434	0.502030860231	2.33696386116	0.390662762318	1.40646918517	0.102919780396	2.32625301323	1.61743333388	1.11471611089	1.87576805198	3.16030158557	0.0630681162664	5.04249334662	4.65788059802	5.27549301487	5.56337675258	0.909209935185	0.993908744088	2.21711317479	0.111710031126	5.69851608433	1.78714275073	2.29795447478	4.67289556569	4.98042118452	2.17177195574	1.30425529263	1.64502927656	0.58121403546	0.047918678279	0.132563233277	0	0.427989096882	5.36884763118	0.104226631627	4.87772225998	1.17329041447	0.0473630847134	0.572665034597	2.54076156782	4.29305228844	2.04054728989	2.38133186074
graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-the-house-of-the-dead	1.65279485886	2.28282850754	0.390015277138	0.0740417633493	2.76495295804	0.0373263345642	1.83445828206	0.325069316486	2.75424211011	2.04542243076	0.686727014011	2.30375714886	2.73231248869	0.364920980615	4.61450424974	4.22989150114	4.84750391799	5.1353876557	0.481220838303	1.42189784097	2.64510227167	0.539699128007	5.27052698744	1.35915365385	2.72594357166	4.24490646881	4.55243208764	2.59976105262	0.876266195752	1.21704017968	1.00920313234	0.380070418603	0.560552330159	0.427989096882	0	4.9408585343	0.532215728508	4.4497331631	1.60127951135	0.380626012168	0.144675937715	2.11277247094	3.86506319155	2.46853638678	2.80932095762
graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-english-traits	6.59365339316	7.22368704184	5.33087381144	4.86681677095	7.70581149235	4.97818486887	6.77531681636	5.26592785079	7.69510064442	6.98628096506	4.25413152029	7.24461568316	2.20854604561	5.30577951492	0.326354284563	0.710967033164	0.0933546163125	0.194529121394	4.459637696	6.36275637527	7.58596080597	5.48055766231	0.329668453142	3.58170488045	7.66680210597	0.69595206549	0.388426446663	7.54061958692	4.06459233855	3.72381835463	5.95006166664	5.3209289529	5.50141086446	5.36884763118	4.9408585343	0	5.47307426281	0.491125371206	6.54213804565	5.32148454647	4.79618259659	2.82808606336	1.07579534275	7.40939492108	7.75017949192
graphletCounts/henry-david-thoreau/henry-david-thoreau-walking	1.12057913035	1.75061277903	0.14220045137	0.606257491858	2.23273722954	0.494889393944	1.30224255355	0.207146412023	2.22202638161	1.51320670225	1.21894274252	1.77154142035	3.2645282172	0.167294747893	5.14671997825	4.76210722965	5.3797196465	5.6676033842	1.01343656681	0.889682112461	2.11288654316	0.00748339949916	5.80274271595	1.89136938236	2.19372784316	4.77712219732	5.08464781615	2.06754532411	1.40848192426	1.74925590818	0.476987403833	0.152145309906	0.0283366016507	0.104226631627	0.532215728508	5.47307426281	0	4.9819488916	1.06906378284	0.15158971634	0.676891666224	2.64498819945	4.39727892006	1.93632065827	2.27710522911
graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-nature	6.10252802195	6.73256167063	4.83974844023	4.37569139975	7.21468612114	4.48705949766	6.28419144515	4.77480247958	7.20397527321	6.49515559386	3.76300614909	6.75349031195	1.71742067441	4.81465414371	0.164771086642	0.219841661959	0.397770754893	0.6856544926	3.96851232479	5.87163100407	7.09483543477	4.9894322911	0.820793824347	3.09057950925	7.17567673476	0.204826694285	0.102698924543	7.04949421571	3.57346696734	3.23269298342	5.45893629544	4.8298035817	5.01028549326	4.87772225998	4.4497331631	0.491125371206	4.9819488916	0	6.05101267445	4.83035917526	4.30505722538	2.33696069216	0.584669971542	6.91826954987	7.25905412072
graphletCounts/margaret-fuller/margaret-fuller-memoirs-of-margaret-fuller-ossoli-vol-1	0.0515153475089	0.681548996186	1.21126423421	1.6753212747	1.1636734467	1.56395317678	0.233178770708	1.27621019486	1.15296259876	0.44414291941	2.28800652536	0.702477637508	4.33359200004	1.23635853073	6.21578376109	5.83117101249	6.44878342934	6.73666716704	2.08250034965	0.17938167038	1.04382276032	1.06158038334	6.87180649879	2.9604331652	1.12466406032	5.84618598016	6.15371159899	0.998481541268	2.4775457071	2.81831969102	0.592076379008	1.22120909275	1.04072718119	1.17329041447	1.60127951135	6.54213804565	1.06906378284	6.05101267445	0	1.22065349918	1.74595544906	3.71405198229	5.4663427029	0.867256875426	1.20804144627
graphletCounts/gustave-flaubert/gustave-flaubert-temptation-anthony	1.27216884669	1.90220249537	0.00938926496996	0.454667775518	2.38432694588	0.343299677604	1.45383226989	0.0555566956828	2.37361609795	1.66479641859	1.06735302618	1.92313113669	3.11293850086	0.0157050315531	4.99513026191	4.61051751331	5.22812993016	5.51601366786	0.861846850472	1.0412718288	2.2644762595	0.159073115839	5.65115299961	1.73977966602	2.3453175595	4.62553248098	4.93305809981	2.21913504045	1.25689220792	1.59766619184	0.628577120173	0.000555593565618	0.179926317991	0.0473630847134	0.380626012168	5.32148454647	0.15158971634	4.83035917526	1.22065349918	0	0.525301949884	2.49339848311	4.24568920372	2.08791037461	2.42869494545
graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-uncles-dream	1.79747079657	2.42750444525	0.534691214854	0.070634174366	2.90962889576	0.18200227228	1.97913421977	0.469745254201	2.89891804783	2.19009836847	0.542051076295	2.44843308657	2.58763655097	0.509596918331	4.46982831202	4.08521556342	4.70282798027	4.99071171798	0.336544900588	1.56657377868	2.78977820939	0.684375065723	5.12585104973	1.21447771613	2.87061950938	4.1002305311	4.40775614992	2.74443699033	0.731590258036	1.07236424196	1.15387907006	0.524746356318	0.705228267874	0.572665034597	0.144675937715	4.79618259659	0.676891666224	4.30505722538	1.74595544906	0.525301949884	0	1.96809653322	3.72038725384	2.61321232449	2.95399689534
graphletCounts/walter-scott/walter-scott-the-monestary	3.7655673298	4.39560097847	2.50278774808	2.03873070759	4.87772542898	2.1500988055	3.94723075299	2.43784178742	4.86701458105	4.1581949017	1.42604545693	4.4165296198	0.619540017749	2.47769345155	2.5017317788	2.1171190302	2.73473144705	3.02261518476	1.63155163263	3.53467031191	4.75787474261	2.65247159895	3.15775451651	0.753618817089	4.8387160426	2.13213399787	2.4396596167	4.71253352356	1.23650627519	0.895732291263	3.12197560328	2.49284288954	2.6733248011	2.54076156782	2.11277247094	2.82808606336	2.64498819945	2.33696069216	3.71405198229	2.49339848311	1.96809653322	0	1.75229072062	4.58130885771	4.92209342856
graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-second-series	5.51785805041	6.14789169909	4.25507846869	3.79102142821	6.6300161496	3.90238952612	5.69952147361	4.19013250804	6.61930530167	5.91048562231	3.17833617754	6.16882034041	1.13275070287	4.22998417217	0.749441058184	0.364828309583	0.982440726435	1.27032446414	3.38384235325	5.28696103252	6.51016546323	4.40476231956	1.40546379589	2.50590953771	6.59100676322	0.379843277257	0.687368896084	6.46482424417	2.9887969958	2.64802301188	4.8742663239	4.24513361016	4.42561552171	4.29305228844	3.86506319155	1.07579534275	4.39727892006	0.584669971542	5.4663427029	4.24568920372	3.72038725384	1.75229072062	0	6.33359957833	6.67438414917
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-literary-remains	0.815741527917	0.18570787924	2.07852110964	2.54257815012	0.29641657127	2.43121005221	0.634078104719	2.14346707029	0.285705723338	0.423113956016	3.15526340079	0.164779237918	5.20084887546	2.10361540616	7.08304063651	6.69842788791	7.31604030476	7.60392404247	2.94975722508	1.04663854581	0.176565884895	1.92883725877	7.73906337422	3.82769004062	0.257407184889	6.71344285559	7.02096847441	0.131224665842	3.34480258253	3.68557656645	1.45933325443	2.08846596817	1.90798405662	2.04054728989	2.46853638678	7.40939492108	1.93632065827	6.91826954987	0.867256875426	2.08791037461	2.61321232449	4.58130885771	6.33359957833	0	0.340784570845
graphletCounts/mary-shelley/mary-shelley-tales-stories	1.15652609876	0.526492450084	2.41930568048	2.88336272097	0.0443679995752	2.77199462306	0.974862675563	2.48425164113	0.0550788475066	0.763898526861	3.49604797163	0.505563808763	5.54163344631	2.444399977	7.42382520736	7.03921245876	7.65682487561	7.94470861332	3.29054179592	1.38742311665	0.16421868595	2.26962182961	8.07984794506	4.16847461147	0.0833773859555	7.05422742643	7.36175304526	0.209559905003	3.68558715337	4.0263611373	1.80011782528	2.42925053902	2.24876862746	2.38133186074	2.80932095762	7.75017949192	2.27710522911	7.25905412072	1.20804144627	2.42869494545	2.95399689534	4.92209342856	6.67438414917	0.340784570845	0
