	graphletCounts/leo-tolstoy/leo-tolstoy-master-and-men	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-1	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-2	graphletCounts/leo-tolstoy/leo-tolstoy-war-and-peace-3	graphletCounts/leo-tolstoy/leo-tolstoy-anna-karenina	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-first-series	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-nature	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-representative-men	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-second-series	graphletCounts/ralph-waldo-emerson/ralph-waldo-emerson-english-traits	graphletCounts/walter-scott/walter-scott-the-monestary	graphletCounts/walter-scott/walter-scott-the-tailsmen	graphletCounts/walter-scott/walter-scott-waverly-1	graphletCounts/walter-scott/walter-scott-waverly-2	graphletCounts/walter-scott/walter-scott-ivanhoe	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-the-house-of-the-dead	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-poor-folk	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-uncles-dream	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-white-nights	graphletCounts/fyodor-dostoyevsky/fyodor-dostoyevsky-the-gambler	graphletCounts/gustave-flaubert/gustave-flaubert-madame-bovary	graphletCounts/gustave-flaubert/gustave-flaubert-simple-soul	graphletCounts/gustave-flaubert/gustave-flaubert-temptation-anthony	graphletCounts/gustave-flaubert/gustave-flaubert-short-works	graphletCounts/gustave-flaubert/gustave-flaubert-salammbo	graphletCounts/henry-david-thoreau/henry-david-thoreau-maine-woods	graphletCounts/henry-david-thoreau/henry-david-thoreau-on-duty-civil	graphletCounts/henry-david-thoreau/henry-david-thoreau-cape-cod	graphletCounts/henry-david-thoreau/henry-david-thoreau-walking	graphletCounts/henry-david-thoreau/henry-david-thoreau-excursions	graphletCounts/margaret-fuller/margaret-fuller-summer-on-the-lakes	graphletCounts/margaret-fuller/margaret-fuller-at-home-and-abroad	graphletCounts/margaret-fuller/margaret-fuller-life-without-and-life-within	graphletCounts/margaret-fuller/margaret-fuller-woman-in-the-nineteenth-century	graphletCounts/margaret-fuller/margaret-fuller-memoirs-of-margaret-fuller-ossoli-vol-1	graphletCounts/mary-shelley/mary-shelley-last-man	graphletCounts/mary-shelley/mary-shelley-tales-stories	graphletCounts/mary-shelley/mary-shelley-prosepine-midas	graphletCounts/mary-shelley/mary-shelley-mathilda	graphletCounts/mary-shelley/mary-shelley-frankenstein	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-literary-remains	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-shakespere	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-biographia-literaria	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-specimens-of-the-table-talk	graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-aids-to-reflection
graphletCounts/margaret-fuller/margaret-fuller-at-home-and-abroad	0.06113895479415066	0.059365681107470314	0.05422306201943694	0.051330836632830446	0.06243340673336706	0.04807277615883765	0.047454421500094934	0.03942543535615739	0.038010286787763525	0.0484599048634905	0.034061365330359306	0.029738377373323743	0.02948480231473838	0.0225290461647758	0.03737411710197136	0.02139765500998181	0.022648751451653903	0.020075847670822156	0.02013415545992625	0.02128487946336932	0.019866512422874516	0.021613135438984687	0.0206381469254302	0.021710036735225313	0.020762869784008542	0.01207988947359584	0.011621024983036743	0.01852063642213564	0.011399047759525271	0.014332576824611198	0.01615313095170301	0	0.01687937106814219	0.0221355209120514	0.015886598966592613	0.027440120191762674	0.027953110972948614	0.02776296471357176	0.02771413149398083	0.021955002175143234	0.030530741800727457	0.027444232491289244	0.033169917510252445	0.02806389306179513	0.038723615196189276
graphletCounts/margaret-fuller/margaret-fuller-life-without-and-life-within	0.062198812316087926	0.06191483924868402	0.05538861515167437	0.0531426858862305	0.06266162375637563	0.0511329677493052	0.05042498935275963	0.03839024222562737	0.03858573982315172	0.05032717624674299	0.027070995885810967	0.02506107346318376	0.02550592722382461	0.02011449798475562	0.035172858053361344	0.020303201316683173	0.019893297115008424	0.018606655752320345	0.01871670481292398	0.02088237769372847	0.02086579993423887	0.021421320199101812	0.020595647987217136	0.021560470798568487	0.02179015713063115	0.021846466946191412	0.020744785881570693	0.020444241004448527	0.02053619696609077	0.02357599319359205	0.013526239094755366	0.01687937106814219	0	0.016619993764419805	0.011515590611405613	0.02139147113161355	0.02261218047601199	0.022260872006536925	0.022191662187456274	0.016283802307222706	0.029600306974997492	0.028477594683784746	0.031718428560752354	0.03417999979364117	0.03381051922548817
graphletCounts/margaret-fuller/margaret-fuller-woman-in-the-nineteenth-century	0.06015336319295039	0.059550632633156964	0.05363466558426844	0.05161078586628465	0.06081377585526038	0.04981404943285672	0.049022560557405837	0.037492515441432395	0.03719585307882034	0.04863251643722377	0.030295796329321	0.028576205220912643	0.02839896203726633	0.02247850095039039	0.0385155813319773	0.024191923459110365	0.022595242917240133	0.022040372593220448	0.02196787028332403	0.02424029870576061	0.023537048615892675	0.02568892952179025	0.024397120289941898	0.025744896825688923	0.024644523872046742	0.026274930279078124	0.025049221083171758	0.026724632785994573	0.0250208081289931	0.027551849742123546	0.014244743965673323	0.0221355209120514	0.016619993764419805	0	0.013212850707797652	0.011844087614293342	0.013437494905737202	0.012303341696500492	0.012310668943600223	0.003660943072305467	0.02374669576386168	0.025312648288087547	0.024919255395922546	0.03271486409727298	0.024543801746190974
graphletCounts/margaret-fuller/margaret-fuller-memoirs-of-margaret-fuller-ossoli-vol-1	0.05788406950755276	0.0575549333795794	0.05123675769345504	0.048952674699958565	0.05850618399544105	0.047412755143387164	0.04677294422943812	0.03767979558250667	0.03728877894439342	0.04712288330457859	0.03155951430006321	0.029211456401555425	0.02851991745980853	0.02220000982818182	0.03709740465660938	0.02258831970505304	0.02227808207957216	0.02051195063393818	0.020606178270483277	0.02332821794028006	0.021469211799619692	0.022798273831293847	0.02172555107012486	0.022871845505021637	0.02235725732056837	0.02040745393899035	0.020034862884977023	0.023319879848936576	0.019735781694355414	0.022518457455586227	0.00617788765800531	0.015886598966592613	0.011515590611405613	0.013212850707797652	0	0.01934526949886184	0.020623383861237854	0.01997234912244339	0.019911343423393624	0.013068298750643526	0.02762860213522733	0.026304655164077206	0.029442853161179894	0.0298230052008156	0.03132950985115135
graphletCounts/mary-shelley/mary-shelley-last-man	0.06291467609165369	0.06338390441375685	0.057122343838214795	0.055170958196201436	0.062322288574116924	0.05319631737536257	0.052363680582691474	0.040026996601358555	0.04017921197432828	0.051672441678065284	0.03155095872708602	0.030657351778741182	0.03072149030942295	0.025362319357853602	0.04234149831260947	0.027753889050577296	0.025672170889302515	0.02530224709307405	0.025301433806148244	0.02753743833781741	0.027485169128167675	0.02971276305126136	0.028974247947756382	0.029765168411528986	0.028725474893122493	0.031559712354406244	0.030212796630740724	0.031624422103735395	0.030236081808628246	0.03231712707228018	0.020054615549058852	0.027440120191762674	0.02139147113161355	0.011844087614293342	0.01934526949886184	0	0.008025669715915229	0.004666337588066782	0.004592430827832006	0.011402695891210013	0.02633027318731318	0.02985956511994481	0.025648556249601162	0.03755889065929974	0.02062655900620103
graphletCounts/mary-shelley/mary-shelley-tales-stories	0.06196073832684046	0.06241696058371138	0.056568662353103316	0.05459323997071752	0.06218952834056035	0.0525418497622443	0.05156012397740539	0.04033388739470711	0.04022658052745676	0.0507784488996843	0.031166422651139225	0.030922063254742005	0.03232989452779489	0.026597835538334835	0.043331021611717535	0.02884318984916545	0.026792218937536916	0.026142021464522047	0.026267209545665193	0.02819513085648495	0.02838611661227408	0.030659039887188877	0.029919768652662437	0.030732620508148956	0.02945535802901922	0.032005858307255663	0.030595157809680362	0.03208424339930194	0.03050681389852483	0.03267566232376029	0.020764803415314836	0.027953110972948614	0.02261218047601199	0.013437494905737202	0.020623383861237854	0.008025669715915229	0	0.006704593894855004	0.006733318754359674	0.012856024061208227	0.024500847742975007	0.02823553364133713	0.02377805431651958	0.03570939227149961	0.018731967160834473
graphletCounts/mary-shelley/mary-shelley-prosepine-midas	0.06240707226592168	0.06278144249535011	0.056783610218612	0.05477158017686057	0.06237908570818407	0.05238151695294724	0.051507732649925475	0.040058274391117976	0.039965767235034644	0.05088770296537437	0.03145540588823004	0.030797896340176822	0.03152047454140172	0.02593555325427488	0.043018196071125225	0.028459755802374365	0.02623120940360235	0.025955559957228647	0.026040216207212086	0.028020952795138387	0.027934000984571328	0.030450439665609008	0.029747683339931275	0.030506407513309908	0.029287163531202975	0.03196533027793269	0.030517998440457883	0.032314357471660005	0.030486144627301925	0.032838703407373826	0.020269807396988915	0.02776296471357176	0.022260872006536925	0.012303341696500492	0.01997234912244339	0.004666337588066782	0.006704593894855004	0	0.0023643496724690127	0.011925707874959723	0.026055620268841784	0.029792529794336553	0.0253984755823784	0.03761564513210014	0.019425447206599555
graphletCounts/mary-shelley/mary-shelley-mathilda	0.06237193050341594	0.06277231067464983	0.05675567914442181	0.05475157904530692	0.06234085286982305	0.05231730853497296	0.05144710065326086	0.04004261149100674	0.03996294320502414	0.050816972923019565	0.031398669633854515	0.030742442072817955	0.03151056786394535	0.025925058740682294	0.04303215790731285	0.028390626479794845	0.026217214539098754	0.025911327296969544	0.025992447924510387	0.027958874563163816	0.02788842494217847	0.03039770667708397	0.029676395937784483	0.03045144813527223	0.02925048774132699	0.03191581757510631	0.030462266112808334	0.03224533061929402	0.03044455950099756	0.032749559423296604	0.0202454698397444	0.02771413149398083	0.022191662187456274	0.012310668943600223	0.019911343423393624	0.004592430827832006	0.006733318754359674	0.0023643496724690127	0	0.011884245839573593	0.026102217376065995	0.02984365526955668	0.025413575494894758	0.03767647276435604	0.019445344720353197
graphletCounts/mary-shelley/mary-shelley-frankenstein	0.06027242646711817	0.05981652745182975	0.054113571095977586	0.05183829612171731	0.060795012127484616	0.050067328828824365	0.04929833711286846	0.037660776872026513	0.037417318281061984	0.04894550733472869	0.030258058622529727	0.02862841923527626	0.02843886546077501	0.022396975172403133	0.038534240099848405	0.024085717263785833	0.022612396203547935	0.021832430115203416	0.021853594755312455	0.02412962222888626	0.02344941895675312	0.02535139076984183	0.0240291368084945	0.025425805467003793	0.024351606084085042	0.026049254473492267	0.024855538054947668	0.026324281229817337	0.024875770178104606	0.02713454246931135	0.013934297048589395	0.021955002175143234	0.016283802307222706	0.003660943072305467	0.013068298750643526	0.011402695891210013	0.012856024061208227	0.011925707874959723	0.011884245839573593	0	0.023715017807578564	0.025242563398714668	0.024990043662347583	0.03260291540235971	0.024513781579001637
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-literary-remains	0.06657784151092927	0.06327141056484342	0.059331404944847566	0.056161890446151386	0.06851576596379061	0.053444617035221964	0.052836508138605964	0.04380820859034884	0.041970742383727666	0.05194873222904184	0.03757958507037784	0.038368844171995486	0.04013031228573205	0.032989594093816854	0.049009020958556415	0.034634057065277	0.03320166260982116	0.032771848862644504	0.03294628982731673	0.03286472134157892	0.03132878823734986	0.03297835503850011	0.03273015927582845	0.03305320153627089	0.031787672941018474	0.033822079738982436	0.03177600402061742	0.03364277873454102	0.031099321939558222	0.03530961093180163	0.027130044996728997	0.030530741800727457	0.029600306974997492	0.02374669576386168	0.02762860213522733	0.02633027318731318	0.024500847742975007	0.026055620268841784	0.026102217376065995	0.023715017807578564	0	0.009839330859876205	0.015527525175872081	0.024497379628770966	0.027461810197806136
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-shakespere	0.06596967256247965	0.06300868661429426	0.058382705302742144	0.05530474077153147	0.06747129146712294	0.05440173163505169	0.053828970485531924	0.04495726959548396	0.04384935425389813	0.0526718691966237	0.03911463084541722	0.03909608112527829	0.039760401568518455	0.03352839848881772	0.04912393356340672	0.03390918430133871	0.03378771730316288	0.031823613693050756	0.03195630109825831	0.03306266388685519	0.03122079173079828	0.03263729380474201	0.03232851515319768	0.03269637434608008	0.031850009499152176	0.030572150119420938	0.028931227308367835	0.031521606883710196	0.028554621869906982	0.03217040086348533	0.025988894401831164	0.027444232491289244	0.028477594683784746	0.025312648288087547	0.026304655164077206	0.02985956511994481	0.02823553364133713	0.029792529794336553	0.02984365526955668	0.025242563398714668	0.009839330859876205	0	0.01972169230398002	0.01809908272564842	0.03237945644061879
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-biographia-literaria	0.06412071691617072	0.061637198604941545	0.06010869962517662	0.05775665027597898	0.0655878421354007	0.05584284859069466	0.05539726868138273	0.04546592022262197	0.04483618378799492	0.05407864176016586	0.040164374984351436	0.039331769001117456	0.040623606349276975	0.03422085502886685	0.04980426634134927	0.03704724540283	0.03437056700947971	0.0349113227157537	0.03490730316703872	0.03619897691183027	0.03435246306236739	0.03648280226124434	0.03587967549340054	0.03657647019564736	0.03532410765847749	0.036957909343760864	0.035528057893477016	0.03776634488593433	0.035460069925637105	0.038361037799074404	0.029348124042081536	0.033169917510252445	0.031718428560752354	0.024919255395922546	0.029442853161179894	0.025648556249601162	0.02377805431651958	0.0253984755823784	0.025413575494894758	0.024990043662347583	0.015527525175872081	0.01972169230398002	0	0.029945056636246026	0.019358261470305838
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-specimens-of-the-table-talk	0.06435466785434552	0.06063031554753617	0.05570853595911318	0.05267427577862349	0.06571566114444705	0.05387839832611274	0.05338355781165316	0.049927758140249856	0.0488214225095529	0.05407559403078577	0.04714931013907864	0.04547659925494574	0.0457414691178778	0.039547729332983894	0.05096071051918161	0.03961144600053901	0.03983473314437547	0.03739575759957248	0.03741320810551385	0.03951807073115421	0.03638749090326243	0.03742203625895257	0.03670181725745936	0.037518774229885477	0.0370450928343925	0.027599603893581848	0.02923241420468259	0.03461181501245025	0.029180271130125446	0.028897736773023985	0.02868246191227719	0.02806389306179513	0.03417999979364117	0.03271486409727298	0.0298230052008156	0.03755889065929974	0.03570939227149961	0.03761564513210014	0.03767647276435604	0.03260291540235971	0.024497379628770966	0.01809908272564842	0.029945056636246026	0	0.040941455221330525
graphletCounts/samuel-taylor-coleridge/samuel-taylor-coleridge-aids-to-reflection	0.061837591805476544	0.061149692298615665	0.06028156666482343	0.058238826080082906	0.06235354475856847	0.056180402155005305	0.05521824685882892	0.045893541304589225	0.04572149416193849	0.05412967240189337	0.039393353053494784	0.03971260947273436	0.04088384457701355	0.03589455901861516	0.05112587736752405	0.03862891275100955	0.03603150054963522	0.03595578502887886	0.03606172515092887	0.03838638785499171	0.03726435697176789	0.039942445451220276	0.0393518493543803	0.04000165702013392	0.03858706226656683	0.04253785543163213	0.041279994811588394	0.042569537272570845	0.04123306842731922	0.04316230598627835	0.030911130344380533	0.038723615196189276	0.03381051922548817	0.024543801746190974	0.03132950985115135	0.02062655900620103	0.018731967160834473	0.019425447206599555	0.019445344720353197	0.024513781579001637	0.027461810197806136	0.03237945644061879	0.019358261470305838	0.040941455221330525	0
