33777	276227
21845	85
86	2849
125	5013
617	24080
836	7
836	6
607	2545
1259	399
85	30570
179	3400
86	2844
86	2845
377	4727
10742	6
296	2698
468	12073
10374	33
150	410
46	15734
456	190
377	4728
16907	168
6	27624
8861	23484
377	3837
687	85
687	86
21966	3544
2196	17948
836	46
313	200
435	56
7	4622
435	52
836	41
27505	97
591	19777
18014	3090
1576	6
2875	7602
69	1348
3860	1187
8708	86
21081	168
6	270
11018	243
8739	351
47	27411
349	84
361	6265
1467	468
2154	3840
7	468
8982	12568
10374	35
2127	451
51	1404
2127	457
397	733
451	3468
722	6047
18051	247
3767	12107
8745	2235
170	8811
4558	1620
631	24328
919	31845
13897	86
27385	91
6931	19
421	97
21	3764
795	468
6931	11
16329	284
12068	6
33122	41
3640	4316
1877	98
9288	39
4727	5687
114	29899
4721	289
23400	1202
11848	179
377	16811
29536	30
26794	26686
1649	877
30	3066
30	3067
125	23839
30	3060
3040	77
3819	249
20845	168
21	29988
709	105
709	103
25141	47
799	938
56	9399
28223	456
926	5922
631	17936
14409	46
5824	5905
106	25
342	24924
56	9395
12753	1178
30	4750
31352	687
31979	54
6	27622
229	3227
56	9393
220	295
7350	47
27539	39
3804	8
47	4745
17	15425
47	4747
21687	2075
67	362
97	4918
74	5191
31417	31418
2757	414
47	3219
25	1826
10452	397
17269	7
17269	6
29	9141
6609	1054
33	177
1389	41
17	9437
33	173
6265	591
33	170
349	24768
33	179
435	54
134	255
23469	44
15774	6
1261	28246
800	291
5901	4726
3502	2032
12664	384
18652	12688
844	123
10590	1016
844	121
134	1796
13623	79
7416	4009
14481	564
18293	153
844	129
30	15754
670	451
243	26027
806	2499
172	15107
56	3130
2537	21
5100	284
875	168
109	5450
30	9280
13303	77
346	97
15603	33
23754	86
7579	6
6001	2032
6821	4550
2353	56
2353	54
31741	168
86	10755
30	9283
4293	85
1475	118
103	2637
5167	35
24455	16
4306	6
435	59
1743	29
56	12071
30	10620
3480	2668
30	7223
56	12078
86	7523
19537	34
1743	25
19446	47
21	4687
22	6829
2270	342
10	2522
5069	11658
144	15640
3245	30905
86	4870
241	3331
86	4872
118	222
86	4874
86	4876
1880	938
6237	85
21	28908
18103	34
761	8636
4369	1067
719	720
404	272
86	14262
384	5205
12043	116
3860	16
8518	33
86	2090
86	2092
86	2095
26528	20457
86	2097
11	7503
549	4906
56	19577
20712	16
97	32861
66	7771
870	18354
5824	1372
1557	17
1557	16
6654	1683
11478	97
2008	905
7012	8183
27269	1434
103	7338
378	32325
547	139
23605	85
30518	12662
2415	4870
1523	2806
1639	3080
31824	91
631	3592
47	7468
11841	10197
21111	13776
9721	1023
10202	824
15554	6
5759	29052
8385	6
11040	85
16392	6
9789	85
44	678
