8711	41111
1202	9
972	915
842	4840
6885	16
6568	814
5441	15
5441	13
6	4367
3247	4691
213	406
79	7666
258	2276
694	6255
205	206
103	201
4	2818
5517	8684
660	213
4984	1148
360	5699
113	213
27	6
112	60
112	63
4123	5
4227	15
5500	172
848	476
137	1979
47	2791
1863	542
1671	5520
18	1408
8637	47
419	431
157	623
88	1511
3630	60
694	6577
345	366
1734	15
213	7447
60	6695
268	77
327	60
327	67
327	64
8208	1
395	298
5033	15
2200	15
150	200
353	1860
4	6424
8589	60
1298	2192
2816	2808
1298	2194
60	108
457	8397
60	102
3452	519
3690	3691
55	1
6389	542
1782	102
13	3307
55	4
55	6
55	9
76	867
4	2101
2520	69
1131	67
2844	15
1	1035
67	366
1253	164
73	867
4170	15
47	3215
173	123
3447	1345
1430	351
476	1456
5570	5571
1080	13
6874	47
497	4009
2296	5999
201	90
270	605
6707	15
1742	42
142	6852
1971	432
4634	365
13	2683
13	1533
13	2684
60	10
60	13
60	12
60	15
60	17
956	2521
4123	1637
582	213
2665	213
86	4878
464	8656
102	1367
2661	4815
86	4870
8030	64
1966	3230
3151	15
8030	60
917	1
917	6
2498	2499
282	683
6811	67
6811	60
60	8323
6981	13
4554	15
137	215
137	213
4	6900
4	6903
4824	7165
622	75
4092	570
3632	6
1987	454
6056	310
279	1
1453	556
2463	102
1272	242
6901	15
287	298
316	8455
213	4805
47	7469
2671	60
401	4711
2298	343
277	15
277	11
2298	345
1762	4
555	4
4027	15
555	1
4199	4260
191	164
47	5829
464	1794
1182	488
11	42
631	4520
3423	110
926	842
773	55
303	329
5825	1729
694	3180
38	1125
65	1346
40	51
1	1788
157	140
3431	9
310	103
310	102
736	859
472	3317
3911	15
47	2650
360	361
47	2652
348	3763
544	156
4580	15
2122	591
42	1219
4927	4928
8145	200
2196	42
216	1415
2120	343
21	388
1780	140
2055	378
329	2049
47	7000
47	5176
2193	609
877	132
1177	110
173	1366
2755	2756
694	5919
3682	3634
3320	5146
6	441
725	444
4692	1
102	7946
5011	180
340	213
1298	8130
1067	61
1384	4941
1248	64
1	3027
201	1053
1039	1631
694	6463
506	2004
5419	6
21	522
1081	1582
216	2935
2207	2099
131	3350
616	4302
61	310
1380	137
47	4227
184	783
343	1541
6	7492
6	7491
575	497
15	3679
47	4228
2604	1
1	3767
1	3760
1	3761
1900	51
319	142
353	2775
163	5242
4917	60
180	170
131	3683
131	3682
73	102
5557	375
329	471
956	1506
110	7100
333	1400
333	1408
180	282
1	790
60	1327
1901	15
5793	47
5637	67
1585	160
1591	60
1591	61
213	6
213	1
565	54
1985	55
6728	60
406	801
406	804
4159	142
432	5364
1850	4169
1667	1668
133	5659
298	2305
1648	15
161	681
3928	140
1164	808
406	1669
317	173
64	435
2165	2385
1756	47
1014	15
1	2417
6	3322
611	47
1	2410
1014	13
413	164
6	3329
42	7827
1014	18
2835	731
7925	215
755	1951
3523	42
1484	166
12	180
131	5026
63	1708
1	1264
8404	150
1	7920
170	439
6863	110
170	431
170	432
2581	42
1754	7759
3000	581
28	975
2987	161
5150	5151
310	847
580	4512
2761	6
406	2361
161	1541
102	2204
6745	614
329	1926
1	1194
1	1197
1	1196
1	1199
283	164
1201	140
2517	13
2517	15
543	4254
107	1194
2184	15
42	2990
4077	15
231	1053
1	589
1	586
554	13
8075	4231
415	393
100	5546
554	15
47	7142
2464	4
47	7148
6	1239
160	1780
47	2514
7459	4300
6	1231
1371	343
6	1237
1360	264
6695	215
935	60
6514	15
935	67
1	4925
536	2072
4246	15
1	8011
2010	102
3802	15
310	94
123	51
1361	15
322	47
60	1661
150	1494
1	8005
67	1886
111	67
5193	13
1719	1372
25	51
2193	2282
348	565
348	569
72	200
173	5309
5263	15
142	623
694	2618
16	459
2421	42
33	2574
1838	2337
6	6954
6	6953
162	575
258	1756
663	1458
170	984
596	2739
102	773
300	2085
2806	2807
663	1452
108	5661
1175	8246
5944	2118
51	431
1882	1479
3992	42
5017	201
77	7220
7361	497
11	4646
4	882
131	2528
15	6300
1546	15
2820	18
695	16
60	5695
1074	140
229	102
695	13
3809	60
1031	13
1388	164
377	170
2072	257
2188	2183
2079	454
343	2556
170	5039
4	2599
1575	1038
80	5717
4	2590
2403	150
582	583
582	580
2059	2144
8222	221
1	7597
580	3357
55	5581
401	4332
137	3851
63	2349
1701	164
1	7596
197	8364
580	1261
401	2274
137	5406
137	5405
2957	15
80	131
80	130
1056	205
75	310
75	313
258	7363
723	15
2998	694
24	6133
142	3738
2128	869
32	5020
4809	3308
231	242
1541	2304
216	156
2990	60
216	150
583	6
182	200
6888	42
137	115
42	1402
287	906
275	276
137	110
353	1242
1925	1926
63	15
63	16
227	249
358	67
4355	15
953	258
358	60
249	798
580	2001
2546	6194
2147	8465
16	926
201	333
5810	242
215	1934
18	939
2936	15
3269	60
573	6668
313	64
313	67
313	60
313	63
4372	1
260	392
215	711
99	1549
67	506
154	2492
4	2679
1162	51
320	2694
323	55
5960	4
1140	129
1010	60
108	4346
4368	309
6948	15
1010	67
116	842
406	3390
780	164
157	5961
15	5492
478	5482
7338	353
4293	4092
8139	15
474	4
216	6682
755	393
3220	80
755	397
140	258
142	1608
99	419
6259	170
1522	42
55	1965
291	94
5289	55
326	16
2538	6
2538	4
110	4409
5959	67
5959	60
337	7610
4606	13
55	1163
519	419
10	536
267	7
267	6
6	94
2676	150
257	581
6	92
21	6181
4983	4980
223	60
223	67
